,Age,EdLevel,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed
406,<35,Other,Man,Yes,Dev,17,12,Germany,54049.0,13,1
407,<35,NoHigherEd,Man,No,Dev,12,6,Italy,32429.0,15,1
408,<35,Master,Man,No,Dev,11,5,Italy,27240.0,3,0
409,<35,PhD,Man,No,Dev,4,1,United Kingdom of Great Britain and Northern Ireland,71093.0,1,0
410,<35,Undergraduate,Man,No,Dev,8,3,Brazil,5496.0,7,0
411,<35,Undergraduate,Man,No,Dev,4,2,"Iran, Islamic Republic of...",14256.0,14,1
412,<35,Master,Woman,No,Dev,13,3,Italy,32429.0,18,1
413,>35,Undergraduate,Man,No,Dev,27,25,United States of America,160000.0,10,1
414,<35,Other,Man,No,Dev,18,14,Brazil,65976.0,19,1
415,<35,NoHigherEd,Man,No,Dev,8,6,Italy,27025.0,43,1
416,<35,Undergraduate,Man,No,Dev,9,1,Canada,49160.0,14,0
417,<35,Undergraduate,Man,No,Dev,8,3,United States of America,64000.0,18,1
418,<35,Master,Man,No,Dev,16,9,Czech Republic,57156.0,15,1
419,<35,Undergraduate,Man,No,Dev,15,10,Slovenia,39564.0,3,0
420,>35,Undergraduate,Man,No,Dev,30,8,United Kingdom of Great Britain and Northern Ireland,50411.0,4,0
422,<35,Undergraduate,Man,No,Dev,6,4,Brazil,59448.0,19,1
423,<35,PhD,Man,No,Dev,14,7,United States of America,135000.0,5,0
424,<35,Undergraduate,Man,No,Dev,21,14,Poland,105300.0,11,0
425,<35,NoHigherEd,Man,No,Dev,9,0,Nigeria,13332.0,24,1
426,<35,Master,Man,No,Dev,9,4,France,46482.0,18,1
427,<35,Master,Man,No,Dev,14,4,Brazil,180000.0,13,0
428,<35,Undergraduate,Man,No,Dev,6,4,Brazil,17868.0,15,0
429,<35,Other,Man,No,Dev,4,2,Belgium,25944.0,5,1
430,<35,Master,Man,No,Dev,3,2,United Kingdom of Great Britain and Northern Ireland,74970.0,10,0
431,<35,Master,NonBinary,Yes,Dev,15,8,Czech Republic,25980.0,27,1
432,<35,Undergraduate,Man,Yes,Dev,8,3,Canada,52942.0,11,1
433,<35,Other,Man,No,Dev,3,1,Spain,9729.0,12,1
434,<35,Master,Man,No,Dev,10,2,Austria,40212.0,9,0
435,<35,Undergraduate,Man,No,Dev,7,3,United States of America,85000.0,19,1
436,<35,Other,Man,No,Dev,8,4,Malaysia,8652.0,23,1
437,<35,Undergraduate,Man,Yes,Dev,6,2,Austria,45401.0,10,0
438,<35,Undergraduate,Man,Yes,Dev,16,15,United States of America,120000.0,10,0
439,>35,Other,Man,No,Dev,18,15,Brazil,41232.0,16,1
440,<35,Master,Man,No,Dev,13,11,United States of America,155000.0,15,0
441,<35,Master,Man,No,Dev,15,6,Sweden,53388.0,14,1
442,<35,Undergraduate,Man,No,Dev,9,2,Germany,54049.0,19,1
443,>35,PhD,Man,No,Dev,25,24,Netherlands,57720.0,9,1
444,<35,NoHigherEd,Man,No,Dev,15,7,Germany,54480.0,21,1
445,<35,Other,Man,No,Dev,15,13,United States of America,114000.0,8,0
446,<35,Master,Man,Yes,Dev,15,6,France,34584.0,7,0
447,>35,Master,Man,No,Dev,24,15,Russian Federation,36804.0,19,1
448,>35,Undergraduate,Man,No,Dev,12,11,Germany,51887.0,11,0
449,<35,NoHigherEd,Man,No,Dev,15,10,Germany,77831.0,10,0
450,<35,Undergraduate,Man,No,Dev,6,4,Belarus,32676.0,4,0
452,<35,Undergraduate,Man,No,Dev,3,0,Singapore,34428.0,16,1
453,>35,NoHigherEd,Man,No,Dev,29,21,Italy,81074.0,17,0
454,<35,Undergraduate,Man,No,Dev,15,5,United States of America,115000.0,17,1
455,<35,Undergraduate,Man,Yes,Dev,17,5,Canada,55211.0,22,1
456,<35,Master,Man,No,Dev,12,3,Hungary,30216.0,14,1
457,>35,Undergraduate,Man,No,Dev,26,23,United Kingdom of Great Britain and Northern Ireland,206815.0,14,1
458,>35,Master,Man,Yes,Dev,2,2,Greece,19452.0,11,1
459,>35,Undergraduate,Man,No,Dev,14,10,United States of America,200000.0,33,1
460,>35,Undergraduate,Man,No,Dev,23,10,United States of America,142000.0,24,1
461,<35,Other,Man,Yes,Dev,10,8,United States of America,125000.0,17,1
462,<35,Master,Man,No,Dev,9,3,United Kingdom of Great Britain and Northern Ireland,84019.0,4,0
463,>35,Undergraduate,NonBinary,No,Dev,30,15,Belgium,60972.0,15,1
464,<35,Master,Man,No,Dev,10,5,Germany,31128.0,10,1
465,<35,Master,Man,No,Dev,8,5,Poland,60744.0,16,0
466,<35,Master,Man,No,Dev,6,0,Germany,51888.0,6,0
467,<35,Undergraduate,Man,No,Dev,7,3,Pakistan,3504.0,11,0
468,>35,Undergraduate,Man,No,Dev,27,19,Czech Republic,51960.0,12,1
469,<35,Undergraduate,Man,Yes,Dev,5,5,India,16475.0,4,0
470,<35,Undergraduate,Man,No,Dev,6,2,Germany,41040.0,9,0
471,>35,Master,Man,No,Dev,30,12,United States of America,175000.0,15,0
472,<35,Master,Man,No,Dev,19,7,Austria,49941.0,14,1
473,<35,Master,Man,No,Dev,15,7,India,18848.0,21,1
474,<35,Master,Man,No,Dev,14,6,Germany,84312.0,11,0
475,<35,Master,Man,Yes,Dev,12,7,Germany,81074.0,11,0
476,>35,Master,Man,No,Dev,15,10,Germany,68102.0,4,0
477,<35,Undergraduate,Man,No,Dev,9,5,Kenya,17796.0,6,0
479,>35,Undergraduate,Man,No,Dev,22,12,United States of America,126000.0,3,0
480,<35,Other,Man,No,Dev,17,10,Turkey,28320.0,25,1
481,<35,Other,Man,No,Dev,12,11,Czech Republic,24948.0,7,0
482,<35,Undergraduate,Man,No,Dev,10,1,India,5585.0,2,0
483,>35,Master,Man,No,Dev,30,25,Netherlands,172957.0,14,1
484,<35,Undergraduate,Man,No,Dev,6,2,Netherlands,35676.0,8,0
485,<35,Undergraduate,Man,No,Dev,20,24,Brazil,6324.0,9,0
486,<35,Undergraduate,Man,No,Dev,9,7,India,21641.0,15,1
487,<35,Undergraduate,Man,No,Dev,11,2,Russian Federation,72000.0,21,1
488,<35,Other,Man,No,Dev,5,4,India,27900.0,11,1
490,<35,Undergraduate,Man,No,Dev,5,1,India,8042.0,18,1
491,>35,Master,Man,No,Dev,10,10,Israel,175112.0,7,0
492,<35,NoHigherEd,Man,No,Dev,19,15,Czech Republic,41568.0,19,1
493,<35,Undergraduate,Man,Yes,Dev,20,9,United States of America,190000.0,31,1
494,<35,Undergraduate,Man,No,Dev,13,6,Colombia,33552.0,21,1
495,<35,Master,Man,No,Dev,7,3,France,81074.0,13,1
496,<35,Undergraduate,Man,No,Dev,8,4,Netherlands,38916.0,12,1
497,>35,Undergraduate,Man,No,Dev,42,37,United States of America,220000.0,12,1
498,<35,Master,Man,No,Dev,10,6,India,12564.0,6,0
499,<35,Master,Man,Yes,Dev,10,8,Russian Federation,45300.0,19,1
500,<35,Undergraduate,Man,No,Dev,5,4,Bangladesh,8472.0,6,0
501,>35,Master,Man,No,Dev,30,30,United States of America,153000.0,22,1
503,<35,NoHigherEd,Man,Yes,Dev,10,4,United States of America,75000.0,8,0
504,<35,Undergraduate,Man,No,Dev,6,2,India,11169.0,5,0
505,<35,Master,Man,Yes,Dev,7,1,Poland,9720.0,12,0
506,<35,Undergraduate,Man,No,Dev,10,4,India,30716.0,15,0
507,>35,Undergraduate,Man,No,Dev,35,25,Germany,81074.0,6,0
508,<35,Other,Man,No,Dev,15,10,Uruguay,54000.0,21,0
509,>35,Other,Man,Yes,Dev,28,19,Finland,71340.0,20,1
510,>35,Other,Woman,No,Dev,30,20,United States of America,215000.0,16,1
511,<35,Other,Man,No,Dev,20,10,India,13962.0,12,1
512,>35,Master,Man,No,Dev,20,10,Czech Republic,62352.0,4,0
513,>35,Master,Man,No,Dev,40,35,Belgium,97288.0,14,1
514,<35,Master,Man,No,Dev,7,3,Netherlands,51888.0,13,1
515,<35,Master,Man,No,Dev,10,6,India,64224.0,13,0
516,>35,Master,Man,Yes,Dev,20,15,Canada,75631.0,10,1
517,>35,NoHigherEd,Man,No,Dev,10,5,South Africa,36024.0,2,0
518,<35,Undergraduate,Man,No,Dev,11,6,Italy,55130.0,22,1
519,<35,Master,Man,No,Dev,12,3,France,37834.0,10,0
520,>35,Undergraduate,Man,No,Dev,12,10,Canada,68068.0,26,1
521,>35,Other,Man,No,Dev,15,10,United States of America,200000.0,21,1
522,>35,Undergraduate,Woman,Yes,Dev,32,15,United Kingdom of Great Britain and Northern Ireland,65922.0,15,1
523,<35,Undergraduate,Man,No,Dev,10,7,Netherlands,36972.0,11,0
524,<35,Undergraduate,Woman,No,Dev,6,2,The former Yugoslav Republic of Macedonia,11580.0,15,0
525,>35,Undergraduate,Man,Yes,Dev,23,15,United States of America,203000.0,8,0
526,<35,Undergraduate,Man,No,Dev,6,2,Botswana,8508.0,29,1
527,<35,Master,Man,No,Dev,5,1,Algeria,3828.0,9,0
528,>35,Undergraduate,Man,No,Dev,13,13,Romania,32424.0,15,0
529,>35,Other,Man,No,Dev,23,20,Norway,61608.0,11,0
530,<35,Undergraduate,Man,No,Dev,6,5,Russian Federation,41000.0,7,0
533,<35,Undergraduate,Man,No,Dev,10,5,United States of America,80325.0,13,0
534,>35,Undergraduate,Man,No,Dev,20,16,United States of America,150000.0,15,0
535,<35,Undergraduate,Man,No,Dev,16,12,China,71446.0,19,1
537,<35,Undergraduate,Man,No,Dev,13,8,Mexico,47184.0,5,0
538,<35,Undergraduate,Man,Yes,Dev,15,13,Germany,18984.0,23,1
539,>35,Undergraduate,Man,No,Dev,32,23,Germany,64859.0,13,1
540,<35,Undergraduate,Man,Yes,Dev,7,4,Cyprus,28536.0,5,0
542,<35,NoHigherEd,Man,Yes,Dev,3,1,Netherlands,23352.0,18,1
543,>35,Other,Man,Yes,Dev,6,5,United Kingdom of Great Britain and Northern Ireland,71093.0,7,0
544,<35,Master,Man,No,Dev,18,7,Germany,88208.0,16,1
545,<35,Master,Man,No,Dev,13,6,United Kingdom of Great Britain and Northern Ireland,46533.0,4,0
546,<35,Undergraduate,Man,No,Dev,18,11,Netherlands,59544.0,7,0
547,<35,Other,Man,No,Dev,8,3,United Kingdom of Great Britain and Northern Ireland,33600.0,7,0
548,<35,Master,Man,No,Dev,15,7,France,39456.0,22,1
549,<35,Other,Man,No,Dev,20,10,Hungary,16860.0,25,1
550,<35,Master,Man,No,Dev,17,8,Israel,175116.0,4,0
551,<35,Other,Man,Yes,Dev,15,13,Poland,33408.0,20,1
552,<35,Undergraduate,Man,No,Dev,10,8,United States of America,110000.0,14,1
553,>35,Undergraduate,Man,No,Dev,23,14,"Venezuela, Bolivarian Republic of...",24000.0,6,0
554,<35,Undergraduate,Man,No,Dev,5,1,India,5585.0,21,1
555,>35,Master,Man,No,Dev,21,15,Croatia,75000.0,15,1
556,<35,Master,Woman,No,Dev,2,2,Ukraine,9792.0,5,0
557,<35,Master,Man,Yes,Dev,20,5,United States of America,200000.0,7,0
558,<35,Other,Man,No,Dev,8,4,United States of America,144000.0,16,0
559,<35,PhD,Man,No,Dev,4,0,France,24000.0,17,1
560,>35,Master,Man,No,Dev,25,7,Germany,91883.0,14,0
561,<35,Undergraduate,NonBinary,No,Dev,10,5,India,7679.0,22,1
563,<35,Undergraduate,Man,No,Dev,13,3,United States of America,75636.0,11,1
564,<35,Undergraduate,Man,Yes,Dev,8,5,Russian Federation,16980.0,7,0
565,>35,Undergraduate,Man,Yes,Dev,1,1,United States of America,100000.0,10,0
566,>35,Other,Man,No,Dev,38,30,Russian Federation,37752.0,14,1
567,>35,Other,Man,No,Dev,20,15,United Kingdom of Great Britain and Northern Ireland,103408.0,3,0
568,<35,Master,Man,No,Dev,14,8,Denmark,82848.0,5,0
569,<35,Undergraduate,Man,No,Dev,6,5,India,13962.0,16,1
570,<35,Undergraduate,Man,No,Dev,4,3,Mexico,29088.0,6,0
571,<35,Master,Man,No,Dev,15,12,Georgia,21204.0,16,1
573,<35,Undergraduate,Man,No,Dev,9,6,Egypt,22308.0,13,1
574,>35,PhD,Man,No,Dev,31,29,France,83236.0,5,0
575,<35,Undergraduate,Man,No,Dev,11,10,Singapore,55944.0,8,0
576,<35,Undergraduate,Man,No,Dev,10,9,United Kingdom of Great Britain and Northern Ireland,87896.0,15,1
577,<35,Undergraduate,Man,Yes,Dev,10,6,United States of America,80000.0,5,0
578,>35,Undergraduate,Man,No,Dev,25,15,Italy,38916.0,17,1
579,>35,Master,Man,No,Dev,22,15,Germany,175119.0,13,1
581,<35,Undergraduate,Man,No,Dev,17,13,Jordan,33852.0,20,1
583,<35,Master,Man,No,Dev,5,4,United States of America,166000.0,9,0
584,>35,Master,Man,No,Dev,18,13,France,64859.0,12,0
585,<35,Undergraduate,Man,No,Dev,17,13,United States of America,220000.0,5,0
586,>35,Other,Man,No,Dev,25,20,United Kingdom of Great Britain and Northern Ireland,89189.0,23,1
587,<35,Undergraduate,Man,No,Dev,12,5,Germany,51887.0,9,0
589,>35,Master,Man,Yes,Dev,14,11,Ukraine,39144.0,1,0
590,>35,Undergraduate,Man,No,Dev,20,16,Canada,52942.0,6,0
591,>35,Undergraduate,Man,No,Dev,32,21,United States of America,90000.0,7,1
592,>35,Undergraduate,Man,No,Dev,15,12,United Kingdom of Great Britain and Northern Ireland,82726.0,8,0
594,<35,Undergraduate,Man,No,Dev,3,1,United States of America,65000.0,18,1
595,<35,Undergraduate,Man,Yes,Dev,12,4,Chile,22584.0,31,1
596,<35,Undergraduate,Woman,No,Dev,2,0,Greece,8436.0,11,1
597,<35,Other,Man,No,Dev,6,1,Germany,5832.0,8,1
598,<35,Undergraduate,Man,No,Dev,16,11,India,33508.0,11,1
600,<35,Master,Man,No,Dev,10,7,United States of America,160000.0,17,1
601,<35,Master,Man,Yes,Dev,13,3,France,48644.0,5,0
602,<35,Undergraduate,Man,Yes,Dev,16,11,Germany,81074.0,18,0
603,>35,Master,Man,No,Dev,19,16,Portugal,56211.0,5,0
605,>35,Other,Man,No,Dev,20,8,United States of America,200000.0,16,1
606,<35,Undergraduate,Man,No,Dev,7,3,Pakistan,1944.0,6,0
607,<35,Undergraduate,Man,No,Dev,6,2,Canada,66556.0,24,1
608,<35,PhD,Man,No,Dev,25,10,Croatia,41796.0,12,1
609,>35,Undergraduate,Man,No,Dev,28,25,United States of America,120000.0,10,0
610,<35,Other,Man,Yes,Dev,5,3,Slovenia,33732.0,16,1
611,<35,NoHigherEd,Man,Yes,Dev,7,6,Brazil,9072.0,21,1
612,<35,Other,Man,No,Dev,7,1,Dominican Republic,6732.0,5,0
613,>35,Undergraduate,Man,No,Dev,42,38,Ecuador,36000.0,5,0
615,<35,Undergraduate,Man,Yes,Dev,25,6,India,20940.0,13,1
616,<35,Undergraduate,Man,No,Dev,19,6,Germany,86478.0,7,0
618,<35,Undergraduate,Woman,No,Dev,5,3,Israel,45528.0,4,0
619,>35,Master,Man,No,Dev,31,26,Turkey,63120.0,18,1
620,>35,Master,NonBinary,Yes,Dev,35,23,Germany,58373.0,13,0
621,<35,Undergraduate,Woman,Yes,Dev,10,0,Greece,12324.0,18,1
622,>35,Undergraduate,Man,No,Dev,25,16,United States of America,105000.0,36,1
623,<35,Undergraduate,Man,No,Dev,12,7,United States of America,83200.0,8,0
624,<35,Undergraduate,Man,Yes,Dev,10,4,United States of America,81000.0,11,1
625,>35,Other,Man,No,Dev,26,19,Luxembourg,64860.0,18,0
626,<35,Master,Man,No,Dev,10,8,United States of America,106000.0,11,1
627,>35,Undergraduate,Man,No,Dev,9,7,United States of America,125000.0,18,1
628,<35,Master,Man,No,Dev,16,7,Uzbekistan,70000.0,25,1
629,<35,Undergraduate,Man,No,Dev,13,8,South Africa,32028.0,15,0
630,<35,Undergraduate,Man,No,Dev,10,6,Colombia,11304.0,19,1
631,>35,NoHigherEd,Man,No,Dev,41,32,Sweden,85908.0,3,0
633,>35,Other,Man,No,Dev,17,14,Argentina,100000.0,4,0
635,<35,Undergraduate,Man,No,Dev,12,7,Germany,60427.0,7,0
637,<35,Undergraduate,Man,No,Dev,6,3,Canada,60505.0,17,1
639,>35,Master,Man,No,Dev,20,12,Germany,108098.0,13,0
640,<35,Master,Man,No,Dev,15,13,Brazil,21996.0,21,1
641,<35,Master,Man,No,Dev,8,8,"Iran, Islamic Republic of...",142501.0,25,1
643,<35,PhD,Man,No,Dev,12,3,United States of America,93000.0,6,0
644,<35,Undergraduate,Man,No,Dev,20,5,United States of America,77250.0,4,0
645,<35,Other,Man,No,Dev,4,0,Colombia,9540.0,17,0
646,>35,Master,Man,Yes,Dev,23,8,Italy,64859.0,17,1
647,<35,Undergraduate,Man,No,Dev,7,5,Syrian Arab Republic,1200.0,19,1
648,<35,Master,Man,No,Dev,8,5,France,30916.0,24,1
649,>35,Master,Man,No,Dev,20,12,United Kingdom of Great Britain and Northern Ireland,87638.0,11,0
650,<35,Undergraduate,Man,No,Dev,3,3,India,26527.0,6,0
651,<35,Other,Man,No,Dev,7,4,United Kingdom of Great Britain and Northern Ireland,20682.0,20,1
652,<35,Other,Man,Yes,Dev,14,10,United States of America,129600.0,23,1
653,>35,Other,Man,Yes,Dev,38,20,Germany,75669.0,5,0
654,>35,Undergraduate,Man,Yes,Dev,40,25,United States of America,116000.0,5,0
655,<35,Undergraduate,Woman,No,Dev,6,6,United States of America,104000.0,15,0
656,<35,NoHigherEd,Man,No,Dev,7,2,United Kingdom of Great Britain and Northern Ireland,36193.0,16,1
657,<35,Master,Man,No,Dev,13,4,India,2508.0,40,1
658,<35,Undergraduate,Man,No,Dev,9,0,India,2508.0,13,1
660,<35,Other,Man,No,Dev,6,0,Zambia,17500.0,20,1
661,<35,Other,Man,No,Dev,4,1,"Iran, Islamic Republic of...",11400.0,12,1
663,<35,Undergraduate,Man,No,Dev,7,2,India,5864.0,15,1
664,<35,Other,Man,No,Dev,5,0,Spain,18160.0,9,1
665,>35,Master,Man,No,Dev,37,21,France,68102.0,6,0
666,<35,Other,Man,Yes,Dev,13,5,Germany,47563.0,15,1
667,<35,Master,Man,No,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,64630.0,3,0
668,<35,Master,Woman,No,Dev,7,2,Switzerland,69121.0,10,0
669,>35,Undergraduate,Man,No,Dev,36,24,Netherlands,47563.0,6,1
670,<35,Master,Man,No,Dev,15,4,United Kingdom of Great Britain and Northern Ireland,118919.0,13,0
671,<35,Undergraduate,Man,No,Dev,13,8,India,57240.0,23,1
672,>35,Undergraduate,Man,No,Dev,20,15,Serbia,216.0,21,1
673,>35,Undergraduate,Man,No,Dev,19,14,Turkey,24972.0,22,1
674,<35,Other,Man,Yes,Dev,12,10,United Kingdom of Great Britain and Northern Ireland,155111.0,4,0
675,<35,Undergraduate,Man,No,Dev,14,10,India,30018.0,12,0
676,<35,Master,Woman,Yes,Dev,11,3,"Iran, Islamic Republic of...",475.0,6,0
677,<35,Master,Man,No,Dev,11,6,France,44320.0,7,0
678,<35,Undergraduate,Man,No,Dev,10,5,United States of America,65000.0,11,0
679,>35,Undergraduate,Man,No,Dev,23,20,Canada,60505.0,7,1
680,<35,Undergraduate,Man,Yes,Dev,8,3,India,7200.0,8,0
681,<35,Undergraduate,Man,No,Dev,5,2,India,3770.0,5,0
682,>35,Other,Man,No,Dev,41,35,United States of America,160000.0,15,1
683,<35,Undergraduate,Man,No,Dev,8,2,Denmark,57312.0,22,1
684,<35,Undergraduate,Man,No,Dev,4,2,United States of America,68000.0,6,0
685,>35,Undergraduate,Man,No,Dev,35,20,United States of America,144000.0,24,1
687,<35,Undergraduate,Woman,No,Dev,5,2,India,15682.0,1,0
689,>35,Undergraduate,Man,Yes,Dev,38,16,United Kingdom of Great Britain and Northern Ireland,49119.0,10,1
690,<35,Undergraduate,Man,No,Dev,17,10,France,33732.0,11,0
692,<35,Undergraduate,Man,No,Dev,4,3,Israel,63036.0,11,0
693,<35,Master,Man,No,Dev,7,3,Italy,25944.0,8,0
694,<35,Master,Man,No,Dev,13,7,India,16080.0,15,1
695,<35,Undergraduate,Man,No,Dev,10,1,United States of America,90000.0,31,1
696,<35,Master,Man,Yes,Dev,15,10,India,111694.0,10,0
698,<35,Undergraduate,Man,No,Dev,3,1,Taiwan,60000.0,16,1
699,<35,Master,Man,No,Dev,15,7,Czech Republic,32736.0,6,0
700,>35,Undergraduate,Man,Yes,Dev,30,26,United States of America,150000.0,13,0
701,<35,Undergraduate,Man,No,Dev,7,3,Germany,60972.0,14,0
702,<35,Undergraduate,Man,No,Dev,16,11,India,23735.0,13,0
703,<35,PhD,Man,No,Dev,16,6,Germany,62481.0,9,1
704,<35,Other,Man,No,Dev,9,8,Russian Federation,24540.0,20,1
705,<35,Undergraduate,Man,No,Dev,6,3,Canada,31400.0,11,0
706,>35,Undergraduate,NonBinary,No,Dev,37,23,United States of America,150000.0,16,1
707,<35,Undergraduate,Man,No,Dev,6,1,India,5868.0,22,1
708,<35,Master,Man,No,Dev,12,18,France,51887.0,8,0
709,<35,Undergraduate,Man,No,Dev,10,8,India,29320.0,13,0
710,>35,Undergraduate,Man,No,Dev,13,11,United States of America,105000.0,8,0
711,>35,Undergraduate,Man,No,Dev,20,12,United Kingdom of Great Britain and Northern Ireland,134430.0,5,0
712,<35,Other,Man,Yes,Dev,5,8,Brazil,5496.0,14,1
713,>35,Undergraduate,Man,No,Dev,21,17,Netherlands,71340.0,9,0
714,>35,Undergraduate,Man,No,Dev,39,16,Italy,41077.0,12,1
715,>35,Other,Man,Yes,Dev,10,3,United States of America,70000.0,12,1
716,>35,Undergraduate,Man,No,Dev,25,12,Netherlands,59454.0,5,0
717,<35,Master,Man,No,Dev,4,3,Croatia,15672.0,14,1
718,>35,Master,Man,No,Dev,38,26,Italy,45401.0,9,0
719,<35,Undergraduate,Man,No,Dev,12,6,India,34904.0,22,1
720,<35,NoHigherEd,Man,No,Dev,8,4,Germany,172950.0,17,1
721,<35,Master,NonBinary,No,Dev,16,8,United States of America,150000.0,15,1
722,<35,Undergraduate,Man,No,Dev,2,0,Russian Federation,11328.0,12,1
723,<35,Undergraduate,Man,Yes,Dev,7,6,United Kingdom of Great Britain and Northern Ireland,47826.0,15,1
724,>35,Master,Man,Yes,Dev,12,12,United States of America,80000.0,8,1
726,>35,Undergraduate,Man,Yes,Dev,35,21,Netherlands,81074.0,28,1
727,<35,Master,Man,No,Dev,5,2,Tunisia,6108.0,9,0
728,>35,Other,Man,No,Dev,47,35,Germany,162147.0,4,0
729,<35,Other,Man,No,Dev,12,9,Czech Republic,41568.0,24,1
731,>35,Other,Man,Yes,Dev,26,20,Japan,95000.0,18,1
732,<35,Master,Man,No,Dev,13,9,Italy,57292.0,9,0
733,<35,Undergraduate,Man,No,Dev,5,3,India,7679.0,15,1
734,<35,Undergraduate,Man,No,Dev,5,0,Turkey,9862.0,10,0
735,<35,Undergraduate,Man,No,Dev,10,4,Brazil,16035.0,3,0
737,>35,Other,Man,No,Dev,36,23,Austria,51372.0,7,0
738,<35,Undergraduate,NonBinary,No,Dev,6,4,Canada,55967.0,18,1
739,<35,Other,Man,No,Dev,2,7,Colombia,8124.0,7,0
740,<35,Master,Man,Yes,Dev,18,13,Portugal,59676.0,16,1
741,<35,Master,Man,No,Dev,10,5,South Korea,40248.0,8,1
742,>35,Undergraduate,Man,No,Dev,23,16,United Kingdom of Great Britain and Northern Ireland,59459.0,10,1
743,>35,Master,Man,Yes,Dev,42,35,Germany,54070.0,3,0
744,<35,Undergraduate,Man,No,Dev,13,1,Romania,16284.0,27,1
745,>35,Master,Man,No,Dev,21,16,Hungary,47532.0,8,0
746,<35,Master,Man,No,Dev,8,2,Hungary,64860.0,16,0
747,<35,Other,Man,No,Dev,15,10,United States of America,155000.0,21,1
748,<35,Undergraduate,Man,No,Dev,8,4,Spain,32429.0,11,1
751,<35,Undergraduate,Man,No,Dev,12,7,Colombia,15888.0,22,1
752,<35,Undergraduate,Man,No,Dev,4,1,India,6696.0,14,1
753,<35,Master,Man,Yes,Dev,13,5,Poland,66828.0,7,0
754,<35,Undergraduate,Man,No,Dev,15,10,Poland,75937.0,26,1
755,<35,Undergraduate,Man,No,Dev,4,0,Israel,98064.0,10,0
756,<35,Undergraduate,Man,No,Dev,6,2,India,2508.0,18,1
757,<35,Undergraduate,Man,No,Dev,13,11,United Kingdom of Great Britain and Northern Ireland,118919.0,5,0
758,>35,Master,Man,Yes,Dev,5,5,United States of America,140000.0,15,0
759,>35,PhD,Man,No,Dev,25,14,United States of America,130000.0,14,0
760,<35,Other,Man,No,Dev,25,11,Finland,54480.0,21,1
761,>35,Master,Man,No,Dev,25,15,Japan,89568.0,11,1
762,<35,Undergraduate,Man,No,Dev,13,9,Spain,81074.0,20,1
763,>35,Master,Man,No,Dev,18,15,United States of America,115000.0,13,1
764,<35,Master,Man,No,Dev,5,0,United Kingdom of Great Britain and Northern Ireland,38778.0,2,0
765,>35,Other,Man,No,Dev,12,12,Czech Republic,57156.0,11,1
766,<35,Other,Man,Yes,Dev,11,9,United States of America,150000.0,5,0
769,<35,Other,NonBinary,No,Dev,25,21,Austria,77832.0,22,1
770,<35,Undergraduate,Man,No,Dev,9,9,India,25128.0,18,1
771,<35,Master,Man,No,Dev,15,7,Germany,85397.0,4,0
772,<35,PhD,Man,No,Dev,16,2,United States of America,123000.0,15,0
773,>35,Master,Man,No,Dev,12,10,Germany,97288.0,5,0
774,>35,Master,Man,No,Dev,19,13,United States of America,105000.0,13,1
775,<35,Undergraduate,Man,No,Dev,12,2,India,3686.0,7,0
776,<35,Undergraduate,Man,No,Dev,18,7,Kenya,55000.0,11,0
778,<35,Master,Man,No,Dev,13,10,Canada,90758.0,14,0
780,<35,Undergraduate,Man,No,Dev,8,0,India,9773.0,19,1
781,<35,Undergraduate,Man,No,Dev,15,7,Spain,32429.0,11,1
782,>35,Undergraduate,Man,Yes,Dev,34,31,United States of America,82000.0,8,1
783,<35,Undergraduate,Man,Yes,Dev,8,5,United States of America,76000.0,24,1
784,<35,Undergraduate,Man,No,Dev,9,5,India,8517.0,8,0
785,>35,Undergraduate,Man,No,Dev,42,42,United States of America,70000.0,3,0
786,<35,Other,Man,No,Dev,18,9,Poland,28860.0,15,0
787,<35,Undergraduate,Man,Yes,Dev,14,12,Turkey,11832.0,11,0
788,<35,Undergraduate,Man,No,Dev,4,1,India,25131.0,16,1
789,>35,Master,Man,No,Dev,18,16,Serbia,77832.0,15,1
790,<35,Other,Man,No,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,55582.0,17,1
791,<35,Other,Man,No,Dev,12,5,Hungary,120000.0,20,1
792,<35,Other,Man,No,Dev,12,2,United Kingdom of Great Britain and Northern Ireland,31020.0,10,1
793,<35,Master,Man,No,Dev,16,11,Russian Federation,43404.0,14,0
794,>35,Undergraduate,Woman,No,Dev,25,13,United States of America,97000.0,25,1
795,<35,Master,Man,Yes,Dev,10,3,Italy,25944.0,13,1
797,<35,Master,Man,No,Dev,16,10,India,25131.0,12,0
798,<35,Undergraduate,Man,Yes,Dev,10,6,Brazil,54972.0,25,1
799,>35,Undergraduate,Man,No,Dev,30,20,Germany,75669.0,9,0
800,<35,Undergraduate,Man,No,Dev,9,3,Spain,30267.0,5,0
801,<35,Master,Man,No,Dev,7,4,France,41077.0,19,1
802,<35,Undergraduate,Man,Yes,Dev,5,4,Sri Lanka,11868.0,26,1
803,>35,Undergraduate,Man,Yes,Dev,20,20,Germany,172950.0,2,0
804,<35,Master,Man,Yes,Dev,14,6,Canada,96808.0,9,0
805,<35,Other,Man,No,Dev,7,4,Switzerland,67092.0,21,1
806,<35,Undergraduate,Man,No,Dev,11,4,United States of America,76000.0,7,0
